,FIPS,County,State,Date,Confirmed,Deaths,Recovered,Location
25445,00000,Unassigned,New York,22-03-2020,23,38,0,"Unassigned, New York, US"
25478,00000,Unassigned,Washington,22-03-2020,164,0,0,"Unassigned, Washington, US"
25584,00000,Unassigned,Illinois,22-03-2020,2,3,0,"Unassigned, Illinois, US"
25674,00000,Unassigned,Florida,22-03-2020,1,0,0,"Unassigned, Florida, US"
25676,00000,Desoto,Florida,22-03-2020,1,0,0,"Desoto, Florida, US"
25680,00000,Unassigned,Louisiana,22-03-2020,50,0,0,"Unassigned, Louisiana, US"
24430,00000,Out of MI,Michigan,23-03-2020,4,0,0,"Out of MI,Michigan,US"
25110,00000,Unassigned,Florida,23-03-2020,0,1,0,"Unassigned, Florida, US"
25112,00000,Unassigned,Illinois,23-03-2020,63,0,0,"Unassigned, Illinois, US"
25115,00000,Unassigned,Louisiana,23-03-2020,11,0,0,"Unassigned, Louisiana, US"
25124,00000,Unassigned,New York,23-03-2020,107,36,0,"Unassigned, New York, US"
25128,00000,Unassigned,Washington,23-03-2020,145,0,0,"Unassigned, Washington, US"
21252,00000,Out of MI,Michigan,24-03-2020,6,0,0,"Out of MI,Michigan,US"
21933,00000,Unassigned,Florida,24-03-2020,0,1,0,"Unassigned, Florida, US"
21936,00000,Unassigned,Illinois,24-03-2020,0,4,0,"Unassigned, Illinois, US"
21939,00000,Unassigned,Louisiana,24-03-2020,12,1,0,"Unassigned, Louisiana, US"
21945,00000,Unassigned,New York,24-03-2020,0,39,0,"Unassigned, New York, US"
21949,00000,Unassigned,Washington,24-03-2020,112,0,0,"Unassigned, Washington, US"
18075,00000,Out of MI,Michigan,25-03-2020,7,0,0,"Out of MI,Michigan,US"
18759,00000,Unassigned,Illinois,25-03-2020,2,0,0,"Unassigned, Illinois, US"
18761,00000,Unassigned,Louisiana,25-03-2020,11,1,0,"Unassigned, Louisiana, US"
18767,00000,Unassigned,New York,25-03-2020,0,31,0,"Unassigned, New York, US"
18772,00000,Unassigned,Washington,25-03-2020,51,0,0,"Unassigned, Washington, US"
14900,00000,Out of MI,Michigan,26-03-2020,7,0,0,"Out of MI,Michigan,US"
15584,00000,Unassigned,Illinois,26-03-2020,668,0,0,"Unassigned, Illinois, US"
15586,00000,Unassigned,Louisiana,26-03-2020,13,1,0,"Unassigned, Louisiana, US"
15591,00000,Unassigned,New York,26-03-2020,0,45,0,"Unassigned, New York, US"
15595,00000,Unassigned,Washington,26-03-2020,69,0,0,"Unassigned, Washington, US"
11719,00000,Out of MI,Michigan,27-03-2020,8,0,0,"Out of MI,Michigan,US"
12400,00000,Unassigned,California,27-03-2020,12,0,0,"Unassigned, California, US"
12406,00000,Unassigned,Louisiana,27-03-2020,16,1,0,"Unassigned, Louisiana, US"
12416,00000,Unassigned,New York,27-03-2020,0,87,0,"Unassigned, New York, US"
12420,00000,Unassigned,Washington,27-03-2020,67,0,0,"Unassigned, Washington, US"
8541,00000,Out of MI,Michigan,28-03-2020,15,0,0,"Out of MI,Michigan,US"
9223,00000,Unassigned,Florida,28-03-2020,0,8,0,"Unassigned, Florida, US"
9226,00000,Unassigned,Illinois,28-03-2020,8,0,0,"Unassigned, Illinois, US"
9228,00000,Unassigned,Louisiana,28-03-2020,9,1,0,"Unassigned, Louisiana, US"
9232,00000,Unassigned,Michigan,28-03-2020,47,0,0,"Unassigned,Michigan,US"
9235,00000,Unassigned,New York,28-03-2020,0,109,0,"Unassigned, New York, US"
9239,00000,Unassigned,Washington,28-03-2020,0,0,0,"Unassigned, Washington, US"
2177,00000,Out of MI,Michigan,29-03-2020,18,0,0,"Out of MI,Michigan,US"
2858,00000,Unassigned,California,29-03-2020,0,1,0,"Unassigned, California, US"
2860,00000,Unassigned,Florida,29-03-2020,0,2,0,"Unassigned, Florida, US"
2863,00000,Unassigned,Illinois,29-03-2020,8,0,0,"Unassigned, Illinois, US"
2865,00000,Unassigned,Louisiana,29-03-2020,8,0,0,"Unassigned, Louisiana, US"
2869,00000,Unassigned,Michigan,29-03-2020,77,0,0,"Unassigned,Michigan,US"
2874,00000,Unassigned,New York,29-03-2020,0,159,0,"Unassigned, New York, US"
2879,00000,Unassigned,Washington,29-03-2020,125,0,0,"Unassigned, Washington, US"
5359,00000,Out of MI,Michigan,29-03-2020,18,0,0,"Out of MI,Michigan,US"
6040,00000,Unassigned,California,29-03-2020,0,1,0,"Unassigned, California, US"
6042,00000,Unassigned,Florida,29-03-2020,0,2,0,"Unassigned, Florida, US"
6045,00000,Unassigned,Illinois,29-03-2020,8,0,0,"Unassigned, Illinois, US"
6047,00000,Unassigned,Louisiana,29-03-2020,8,0,0,"Unassigned, Louisiana, US"
6051,00000,Unassigned,Michigan,29-03-2020,77,0,0,"Unassigned,Michigan,US"
6056,00000,Unassigned,New York,29-03-2020,0,159,0,"Unassigned, New York, US"
6061,00000,Unassigned,Washington,29-03-2020,125,0,0,"Unassigned, Washington, US"
25534,06001,Alameda,California,22-03-2020,71,0,0,"Alameda, California, US"
22277,06001,Alameda,California,23-03-2020,118,1,0,"Alameda, California, US"
19099,06001,Alameda,California,24-03-2020,135,2,0,"Alameda, California, US"
15922,06001,Alameda,California,25-03-2020,135,2,0,"Alameda, California, US"
12748,06001,Alameda,California,26-03-2020,178,4,0,"Alameda, California, US"
9567,06001,Alameda,California,27-03-2020,220,4,0,"Alameda, California, US"
6389,06001,Alameda,California,28-03-2020,220,4,0,"Alameda, California, US"
25,06001,Alameda,California,29-03-2020,270,6,0,"Alameda, California, US"
3207,06001,Alameda,California,29-03-2020,270,6,0,"Alameda, California, US"
26715,06003,Alpine,California,22-03-2020,0,0,0,"Alpine, California, US"
22305,06003,Alpine,California,23-03-2020,0,0,0,"Alpine, California, US"
19127,06003,Alpine,California,24-03-2020,0,0,0,"Alpine, California, US"
15950,06003,Alpine,California,25-03-2020,0,0,0,"Alpine, California, US"
12776,06003,Alpine,California,26-03-2020,0,0,0,"Alpine, California, US"
9595,06003,Alpine,California,27-03-2020,0,0,0,"Alpine, California, US"
6417,06003,Alpine,California,28-03-2020,0,0,0,"Alpine, California, US"
53,06003,Alpine,California,29-03-2020,0,0,0,"Alpine, California, US"
3235,06003,Alpine,California,29-03-2020,0,0,0,"Alpine, California, US"
25564,06005,Amador,California,22-03-2020,1,0,0,"Amador, California, US"
22306,06005,Amador,California,23-03-2020,1,0,0,"Amador, California, US"
19128,06005,Amador,California,24-03-2020,2,0,0,"Amador, California, US"
15951,06005,Amador,California,25-03-2020,2,0,0,"Amador, California, US"
12777,06005,Amador,California,26-03-2020,2,0,0,"Amador, California, US"
9596,06005,Amador,California,27-03-2020,2,0,0,"Amador, California, US"
6418,06005,Amador,California,28-03-2020,2,0,0,"Amador, California, US"
54,06005,Amador,California,29-03-2020,2,0,0,"Amador, California, US"
3236,06005,Amador,California,29-03-2020,2,0,0,"Amador, California, US"
25566,06007,Butte,California,22-03-2020,1,0,0,"Butte, California, US"
22582,06007,Butte,California,23-03-2020,2,0,0,"Butte, California, US"
19404,06007,Butte,California,24-03-2020,2,0,0,"Butte, California, US"
16227,06007,Butte,California,25-03-2020,4,0,0,"Butte, California, US"
13053,06007,Butte,California,26-03-2020,5,0,0,"Butte, California, US"
9872,06007,Butte,California,27-03-2020,5,0,0,"Butte, California, US"
6694,06007,Butte,California,28-03-2020,5,0,0,"Butte, California, US"
330,06007,Butte,California,29-03-2020,5,0,0,"Butte, California, US"
3512,06007,Butte,California,29-03-2020,5,0,0,"Butte, California, US"
25558,06009,Calaveras,California,22-03-2020,2,0,0,"Calaveras, California, US"
22591,06009,Calaveras,California,23-03-2020,2,0,0,"Calaveras, California, US"
19413,06009,Calaveras,California,24-03-2020,2,0,0,"Calaveras, California, US"
16236,06009,Calaveras,California,25-03-2020,2,0,0,"Calaveras, California, US"
13062,06009,Calaveras,California,26-03-2020,3,0,0,"Calaveras, California, US"
9881,06009,Calaveras,California,27-03-2020,3,0,0,"Calaveras, California, US"
6703,06009,Calaveras,California,28-03-2020,3,0,0,"Calaveras, California, US"
339,06009,Calaveras,California,29-03-2020,3,0,0,"Calaveras, California, US"
3521,06009,Calaveras,California,29-03-2020,3,0,0,"Calaveras, California, US"
26716,06011,Colusa,California,22-03-2020,0,0,0,"Colusa, California, US"
22867,06011,Colusa,California,23-03-2020,0,0,0,"Colusa, California, US"
19689,06011,Colusa,California,24-03-2020,0,0,0,"Colusa, California, US"
16512,06011,Colusa,California,25-03-2020,0,0,0,"Colusa, California, US"
13338,06011,Colusa,California,26-03-2020,0,0,0,"Colusa, California, US"
10157,06011,Colusa,California,27-03-2020,0,0,0,"Colusa, California, US"
6979,06011,Colusa,California,28-03-2020,1,0,0,"Colusa, California, US"
615,06011,Colusa,California,29-03-2020,1,0,0,"Colusa, California, US"
3797,06011,Colusa,California,29-03-2020,1,0,0,"Colusa, California, US"
25535,06013,Contra Costa,California,22-03-2020,61,1,0,"Contra Costa, California, US"
22876,06013,Contra Costa,California,23-03-2020,71,1,0,"Contra Costa, California, US"
19698,06013,Contra Costa,California,24-03-2020,86,1,0,"Contra Costa, California, US"
16521,06013,Contra Costa,California,25-03-2020,108,1,0,"Contra Costa, California, US"
13347,06013,Contra Costa,California,26-03-2020,131,1,0,"Contra Costa, California, US"
10166,06013,Contra Costa,California,27-03-2020,147,1,0,"Contra Costa, California, US"
6988,06013,Contra Costa,California,28-03-2020,168,2,0,"Contra Costa, California, US"
624,06013,Contra Costa,California,29-03-2020,168,3,0,"Contra Costa, California, US"
3806,06013,Contra Costa,California,29-03-2020,168,3,0,"Contra Costa, California, US"
26717,06015,Del Norte,California,22-03-2020,0,0,0,"Del Norte, California, US"
23008,06015,Del Norte,California,23-03-2020,0,0,0,"Del Norte, California, US"
19830,06015,Del Norte,California,24-03-2020,0,0,0,"Del Norte, California, US"
16653,06015,Del Norte,California,25-03-2020,0,0,0,"Del Norte, California, US"
13479,06015,Del Norte,California,26-03-2020,0,0,0,"Del Norte, California, US"
10298,06015,Del Norte,California,27-03-2020,0,0,0,"Del Norte, California, US"
7120,06015,Del Norte,California,28-03-2020,0,0,0,"Del Norte, California, US"
756,06015,Del Norte,California,29-03-2020,0,0,0,"Del Norte, California, US"
3938,06015,Del Norte,California,29-03-2020,0,0,0,"Del Norte, California, US"
26718,06017,El Dorado,California,22-03-2020,0,0,0,"El Dorado, California, US"
23110,06017,El Dorado,California,23-03-2020,2,0,0,"El Dorado, California, US"
19932,06017,El Dorado,California,24-03-2020,2,0,0,"El Dorado, California, US"
16755,06017,El Dorado,California,25-03-2020,3,0,0,"El Dorado, California, US"
13581,06017,El Dorado,California,26-03-2020,3,0,0,"El Dorado, California, US"
10400,06017,El Dorado,California,27-03-2020,9,0,0,"El Dorado, California, US"
7222,06017,El Dorado,California,28-03-2020,12,0,0,"El Dorado, California, US"
858,06017,El Dorado,California,29-03-2020,12,0,0,"El Dorado, California, US"
4040,06017,El Dorado,California,29-03-2020,12,0,0,"El Dorado, California, US"
25551,06019,Fresno,California,22-03-2020,6,0,0,"Fresno, California, US"
23243,06019,Fresno,California,23-03-2020,6,0,0,"Fresno, California, US"
20065,06019,Fresno,California,24-03-2020,13,0,0,"Fresno, California, US"
16888,06019,Fresno,California,25-03-2020,18,0,0,"Fresno, California, US"
13713,06019,Fresno,California,26-03-2020,19,0,0,"Fresno, California, US"
10532,06019,Fresno,California,27-03-2020,27,0,0,"Fresno, California, US"
7354,06019,Fresno,California,28-03-2020,31,0,0,"Fresno, California, US"
990,06019,Fresno,California,29-03-2020,43,0,0,"Fresno, California, US"
4172,06019,Fresno,California,29-03-2020,43,0,0,"Fresno, California, US"
26719,06021,Glenn,California,22-03-2020,0,0,0,"Glenn, California, US"
23304,06021,Glenn,California,23-03-2020,0,0,0,"Glenn, California, US"
20126,06021,Glenn,California,24-03-2020,0,0,0,"Glenn, California, US"
16949,06021,Glenn,California,25-03-2020,0,0,0,"Glenn, California, US"
13774,06021,Glenn,California,26-03-2020,0,0,0,"Glenn, California, US"
10593,06021,Glenn,California,27-03-2020,0,0,0,"Glenn, California, US"
7415,06021,Glenn,California,28-03-2020,0,0,0,"Glenn, California, US"
1051,06021,Glenn,California,29-03-2020,1,0,0,"Glenn, California, US"
4233,06021,Glenn,California,29-03-2020,1,0,0,"Glenn, California, US"
25557,06023,Humboldt,California,22-03-2020,2,0,0,"Humboldt, California, US"
23570,06023,Humboldt,California,23-03-2020,2,0,0,"Humboldt, California, US"
20392,06023,Humboldt,California,24-03-2020,4,0,0,"Humboldt, California, US"
17215,06023,Humboldt,California,25-03-2020,5,0,0,"Humboldt, California, US"
14040,06023,Humboldt,California,26-03-2020,10,0,0,"Humboldt, California, US"
10859,06023,Humboldt,California,27-03-2020,12,0,0,"Humboldt, California, US"
7681,06023,Humboldt,California,28-03-2020,14,0,0,"Humboldt, California, US"
1317,06023,Humboldt,California,29-03-2020,18,0,0,"Humboldt, California, US"
4499,06023,Humboldt,California,29-03-2020,18,0,0,"Humboldt, California, US"
25552,06025,Imperial,California,22-03-2020,6,0,0,"Imperial, California, US"
23589,06025,Imperial,California,23-03-2020,6,0,0,"Imperial, California, US"
20411,06025,Imperial,California,24-03-2020,6,0,0,"Imperial, California, US"
17234,06025,Imperial,California,25-03-2020,9,0,0,"Imperial, California, US"
14059,06025,Imperial,California,26-03-2020,9,0,0,"Imperial, California, US"
10878,06025,Imperial,California,27-03-2020,17,0,0,"Imperial, California, US"
7700,06025,Imperial,California,28-03-2020,21,0,0,"Imperial, California, US"
1336,06025,Imperial,California,29-03-2020,25,0,0,"Imperial, California, US"
4518,06025,Imperial,California,29-03-2020,25,0,0,"Imperial, California, US"
26720,06027,Inyo,California,22-03-2020,0,0,0,"Inyo, California, US"
23594,06027,Inyo,California,23-03-2020,0,0,0,"Inyo, California, US"
20416,06027,Inyo,California,24-03-2020,0,0,0,"Inyo, California, US"
17239,06027,Inyo,California,25-03-2020,1,0,0,"Inyo, California, US"
14064,06027,Inyo,California,26-03-2020,2,0,0,"Inyo, California, US"
10883,06027,Inyo,California,27-03-2020,3,0,0,"Inyo, California, US"
7705,06027,Inyo,California,28-03-2020,5,0,0,"Inyo, California, US"
1341,06027,Inyo,California,29-03-2020,8,0,0,"Inyo, California, US"
4523,06027,Inyo,California,29-03-2020,8,0,0,"Inyo, California, US"
25555,06029,Kern,California,22-03-2020,5,0,0,"Kern, California, US"
23747,06029,Kern,California,23-03-2020,12,0,0,"Kern, California, US"
20569,06029,Kern,California,24-03-2020,13,0,0,"Kern, California, US"
17392,06029,Kern,California,25-03-2020,15,0,0,"Kern, California, US"
14217,06029,Kern,California,26-03-2020,29,0,0,"Kern, California, US"
11036,06029,Kern,California,27-03-2020,33,1,0,"Kern, California, US"
7858,06029,Kern,California,28-03-2020,47,1,0,"Kern, California, US"
1494,06029,Kern,California,29-03-2020,51,1,0,"Kern, California, US"
4676,06029,Kern,California,29-03-2020,51,1,0,"Kern, California, US"
26721,06031,Kings,California,22-03-2020,0,0,0,"Kings, California, US"
23764,06031,Kings,California,23-03-2020,0,0,0,"Kings, California, US"
20586,06031,Kings,California,24-03-2020,0,0,0,"Kings, California, US"
17409,06031,Kings,California,25-03-2020,0,0,0,"Kings, California, US"
14234,06031,Kings,California,26-03-2020,0,0,0,"Kings, California, US"
11053,06031,Kings,California,27-03-2020,0,0,0,"Kings, California, US"
7875,06031,Kings,California,28-03-2020,2,0,0,"Kings, California, US"
1511,06031,Kings,California,29-03-2020,2,0,0,"Kings, California, US"
4693,06031,Kings,California,29-03-2020,2,0,0,"Kings, California, US"
26722,06033,Lake,California,22-03-2020,0,0,0,"Lake, California, US"
23814,06033,Lake,California,23-03-2020,0,0,0,"Lake, California, US"
20636,06033,Lake,California,24-03-2020,0,0,0,"Lake, California, US"
17459,06033,Lake,California,25-03-2020,0,0,0,"Lake, California, US"
14284,06033,Lake,California,26-03-2020,0,0,0,"Lake, California, US"
11103,06033,Lake,California,27-03-2020,0,0,0,"Lake, California, US"
7925,06033,Lake,California,28-03-2020,0,0,0,"Lake, California, US"
1561,06033,Lake,California,29-03-2020,0,0,0,"Lake, California, US"
4743,06033,Lake,California,29-03-2020,0,0,0,"Lake, California, US"
26723,06035,Lassen,California,22-03-2020,0,0,0,"Lassen, California, US"
23849,06035,Lassen,California,23-03-2020,0,0,0,"Lassen, California, US"
20671,06035,Lassen,California,24-03-2020,0,0,0,"Lassen, California, US"
17494,06035,Lassen,California,25-03-2020,0,0,0,"Lassen, California, US"
14319,06035,Lassen,California,26-03-2020,0,0,0,"Lassen, California, US"
11138,06035,Lassen,California,27-03-2020,0,0,0,"Lassen, California, US"
7960,06035,Lassen,California,28-03-2020,0,0,0,"Lassen, California, US"
1596,06035,Lassen,California,29-03-2020,0,0,0,"Lassen, California, US"
4778,06035,Lassen,California,29-03-2020,0,0,0,"Lassen, California, US"
25528,06037,Los Angeles,California,22-03-2020,407,5,0,"Los Angeles, California, US"
23969,06037,Los Angeles,California,23-03-2020,536,7,0,"Los Angeles, California, US"
20791,06037,Los Angeles,California,24-03-2020,662,11,0,"Los Angeles, California, US"
17614,06037,Los Angeles,California,25-03-2020,812,13,0,"Los Angeles, California, US"
14439,06037,Los Angeles,California,26-03-2020,1229,21,0,"Los Angeles, California, US"
11258,06037,Los Angeles,California,27-03-2020,1465,26,0,"Los Angeles, California, US"
8080,06037,Los Angeles,California,28-03-2020,1465,26,0,"Los Angeles, California, US"
1716,06037,Los Angeles,California,29-03-2020,1829,32,0,"Los Angeles, California, US"
4898,06037,Los Angeles,California,29-03-2020,1829,32,0,"Los Angeles, California, US"
25556,06039,Madera,California,22-03-2020,3,0,0,"Madera, California, US"
24006,06039,Madera,California,23-03-2020,3,0,0,"Madera, California, US"
20828,06039,Madera,California,24-03-2020,6,0,0,"Madera, California, US"
17651,06039,Madera,California,25-03-2020,6,0,0,"Madera, California, US"
14476,06039,Madera,California,26-03-2020,7,0,0,"Madera, California, US"
11295,06039,Madera,California,27-03-2020,10,0,0,"Madera, California, US"
8117,06039,Madera,California,28-03-2020,11,1,0,"Madera, California, US"
1753,06039,Madera,California,29-03-2020,15,1,0,"Madera, California, US"
4935,06039,Madera,California,29-03-2020,15,1,0,"Madera, California, US"
25537,06041,Marin,California,22-03-2020,38,0,0,"Marin, California, US"
24042,06041,Marin,California,23-03-2020,38,0,0,"Marin, California, US"
20864,06041,Marin,California,24-03-2020,47,0,0,"Marin, California, US"
17687,06041,Marin,California,25-03-2020,53,0,0,"Marin, California, US"
14512,06041,Marin,California,26-03-2020,60,0,0,"Marin, California, US"
11331,06041,Marin,California,27-03-2020,65,0,0,"Marin, California, US"
8153,06041,Marin,California,28-03-2020,68,1,0,"Marin, California, US"
1789,06041,Marin,California,29-03-2020,74,1,0,"Marin, California, US"
4971,06041,Marin,California,29-03-2020,74,1,0,"Marin, California, US"
26724,06043,Mariposa,California,22-03-2020,0,0,0,"Mariposa, California, US"
24061,06043,Mariposa,California,23-03-2020,0,0,0,"Mariposa, California, US"
20883,06043,Mariposa,California,24-03-2020,0,0,0,"Mariposa, California, US"
17706,06043,Mariposa,California,25-03-2020,0,0,0,"Mariposa, California, US"
14531,06043,Mariposa,California,26-03-2020,0,0,0,"Mariposa, California, US"
11350,06043,Mariposa,California,27-03-2020,0,0,0,"Mariposa, California, US"
8172,06043,Mariposa,California,28-03-2020,0,0,0,"Mariposa, California, US"
1808,06043,Mariposa,California,29-03-2020,0,0,0,"Mariposa, California, US"
4990,06043,Mariposa,California,29-03-2020,0,0,0,"Mariposa, California, US"
25563,06045,Mendocino,California,22-03-2020,1,0,0,"Mendocino, California, US"
24145,06045,Mendocino,California,23-03-2020,1,0,0,"Mendocino, California, US"
20967,06045,Mendocino,California,24-03-2020,2,0,0,"Mendocino, California, US"
17790,06045,Mendocino,California,25-03-2020,2,0,0,"Mendocino, California, US"
14615,06045,Mendocino,California,26-03-2020,2,0,0,"Mendocino, California, US"
11434,06045,Mendocino,California,27-03-2020,2,0,0,"Mendocino, California, US"
8256,06045,Mendocino,California,28-03-2020,2,0,0,"Mendocino, California, US"
1892,06045,Mendocino,California,29-03-2020,3,0,0,"Mendocino, California, US"
5074,06045,Mendocino,California,29-03-2020,3,0,0,"Mendocino, California, US"
26725,06047,Merced,California,22-03-2020,0,0,0,"Merced, California, US"
24149,06047,Merced,California,23-03-2020,1,0,0,"Merced, California, US"
20971,06047,Merced,California,24-03-2020,1,0,0,"Merced, California, US"
17794,06047,Merced,California,25-03-2020,2,0,0,"Merced, California, US"
14619,06047,Merced,California,26-03-2020,2,0,0,"Merced, California, US"
11438,06047,Merced,California,27-03-2020,4,0,0,"Merced, California, US"
8260,06047,Merced,California,28-03-2020,7,0,0,"Merced, California, US"
1896,06047,Merced,California,29-03-2020,8,0,0,"Merced, California, US"
5078,06047,Merced,California,29-03-2020,8,0,0,"Merced, California, US"
26726,06049,Modoc,California,22-03-2020,0,0,0,"Modoc, California, US"
24201,06049,Modoc,California,23-03-2020,0,0,0,"Modoc, California, US"
21023,06049,Modoc,California,24-03-2020,0,0,0,"Modoc, California, US"
17846,06049,Modoc,California,25-03-2020,0,0,0,"Modoc, California, US"
14671,06049,Modoc,California,26-03-2020,0,0,0,"Modoc, California, US"
11490,06049,Modoc,California,27-03-2020,0,0,0,"Modoc, California, US"
8312,06049,Modoc,California,28-03-2020,0,0,0,"Modoc, California, US"
1948,06049,Modoc,California,29-03-2020,0,0,0,"Modoc, California, US"
5130,06049,Modoc,California,29-03-2020,0,0,0,"Modoc, California, US"
25565,06051,Mono,California,22-03-2020,1,0,0,"Mono, California, US"
24206,06051,Mono,California,23-03-2020,1,0,0,"Mono, California, US"
21028,06051,Mono,California,24-03-2020,1,0,0,"Mono, California, US"
17851,06051,Mono,California,25-03-2020,4,0,0,"Mono, California, US"
14676,06051,Mono,California,26-03-2020,4,0,0,"Mono, California, US"
11495,06051,Mono,California,27-03-2020,6,0,0,"Mono, California, US"
8317,06051,Mono,California,28-03-2020,8,0,0,"Mono, California, US"
1953,06051,Mono,California,29-03-2020,11,0,0,"Mono, California, US"
5135,06051,Mono,California,29-03-2020,11,0,0,"Mono, California, US"
25549,06053,Monterey,California,22-03-2020,11,1,0,"Monterey, California, US"
24228,06053,Monterey,California,23-03-2020,14,1,0,"Monterey, California, US"
21050,06053,Monterey,California,24-03-2020,20,1,0,"Monterey, California, US"
17873,06053,Monterey,California,25-03-2020,24,1,0,"Monterey, California, US"
14698,06053,Monterey,California,26-03-2020,24,1,0,"Monterey, California, US"
11517,06053,Monterey,California,27-03-2020,24,1,0,"Monterey, California, US"
8339,06053,Monterey,California,28-03-2020,32,1,0,"Monterey, California, US"
1975,06053,Monterey,California,29-03-2020,36,1,0,"Monterey, California, US"
5157,06053,Monterey,California,29-03-2020,36,1,0,"Monterey, California, US"
25567,06055,Napa,California,22-03-2020,1,0,0,"Napa, California, US"
24295,06055,Napa,California,23-03-2020,2,0,0,"Napa, California, US"
21117,06055,Napa,California,24-03-2020,2,0,0,"Napa, California, US"
17940,06055,Napa,California,25-03-2020,2,0,0,"Napa, California, US"
14765,06055,Napa,California,26-03-2020,6,0,0,"Napa, California, US"
11584,06055,Napa,California,27-03-2020,6,0,0,"Napa, California, US"
8406,06055,Napa,California,28-03-2020,9,0,0,"Napa, California, US"
2042,06055,Napa,California,29-03-2020,10,0,0,"Napa, California, US"
5224,06055,Napa,California,29-03-2020,10,0,0,"Napa, California, US"
25562,06057,Nevada,California,22-03-2020,1,0,0,"Nevada, California, US"
24312,06057,Nevada,California,23-03-2020,2,0,0,"Nevada, California, US"
21134,06057,Nevada,California,24-03-2020,3,0,0,"Nevada, California, US"
17957,06057,Nevada,California,25-03-2020,4,0,0,"Nevada, California, US"
14782,06057,Nevada,California,26-03-2020,7,0,0,"Nevada, California, US"
11601,06057,Nevada,California,27-03-2020,8,0,0,"Nevada, California, US"
8423,06057,Nevada,California,28-03-2020,12,0,0,"Nevada, California, US"
2059,06057,Nevada,California,29-03-2020,12,0,0,"Nevada, California, US"
5241,06057,Nevada,California,29-03-2020,12,0,0,"Nevada, California, US"
25533,06059,Orange,California,22-03-2020,95,0,0,"Orange, California, US"
24395,06059,Orange,California,23-03-2020,125,0,0,"Orange, California, US"
21217,06059,Orange,California,24-03-2020,152,0,0,"Orange, California, US"
18040,06059,Orange,California,25-03-2020,187,1,0,"Orange, California, US"
14865,06059,Orange,California,26-03-2020,256,1,0,"Orange, California, US"
11684,06059,Orange,California,27-03-2020,321,3,0,"Orange, California, US"
8506,06059,Orange,California,28-03-2020,403,4,0,"Orange, California, US"
2142,06059,Orange,California,29-03-2020,431,4,0,"Orange, California, US"
5324,06059,Orange,California,29-03-2020,431,4,0,"Orange, California, US"
25547,06061,Placer,California,22-03-2020,12,1,0,"Placer, California, US"
24540,06061,Placer,California,23-03-2020,12,1,0,"Placer, California, US"
21362,06061,Placer,California,24-03-2020,20,1,0,"Placer, California, US"
18185,06061,Placer,California,25-03-2020,30,1,0,"Placer, California, US"
15010,06061,Placer,California,26-03-2020,30,1,0,"Placer, California, US"
11829,06061,Placer,California,27-03-2020,30,1,0,"Placer, California, US"
8651,06061,Placer,California,28-03-2020,41,1,0,"Placer, California, US"
2287,06061,Placer,California,29-03-2020,53,2,0,"Placer, California, US"
5469,06061,Placer,California,29-03-2020,53,2,0,"Placer, California, US"
26727,06063,Plumas,California,22-03-2020,0,0,0,"Plumas, California, US"
24546,06063,Plumas,California,23-03-2020,0,0,0,"Plumas, California, US"
21368,06063,Plumas,California,24-03-2020,0,0,0,"Plumas, California, US"
18191,06063,Plumas,California,25-03-2020,0,0,0,"Plumas, California, US"
15016,06063,Plumas,California,26-03-2020,0,0,0,"Plumas, California, US"
11835,06063,Plumas,California,27-03-2020,0,0,0,"Plumas, California, US"
8657,06063,Plumas,California,28-03-2020,0,0,0,"Plumas, California, US"
2293,06063,Plumas,California,29-03-2020,0,0,0,"Plumas, California, US"
5475,06063,Plumas,California,29-03-2020,0,0,0,"Plumas, California, US"
25539,06065,Riverside,California,22-03-2020,29,6,0,"Riverside, California, US"
24692,06065,Riverside,California,23-03-2020,46,6,0,"Riverside, California, US"
21514,06065,Riverside,California,24-03-2020,57,6,0,"Riverside, California, US"
18337,06065,Riverside,California,25-03-2020,68,7,0,"Riverside, California, US"
15162,06065,Riverside,California,26-03-2020,105,8,0,"Riverside, California, US"
11981,06065,Riverside,California,27-03-2020,149,8,0,"Riverside, California, US"
8803,06065,Riverside,California,28-03-2020,183,8,0,"Riverside, California, US"
2439,06065,Riverside,California,29-03-2020,195,8,0,"Riverside, California, US"
5621,06065,Riverside,California,29-03-2020,195,8,0,"Riverside, California, US"
25536,06067,Sacramento,California,22-03-2020,53,3,0,"Sacramento, California, US"
24743,06067,Sacramento,California,23-03-2020,88,4,0,"Sacramento, California, US"
21565,06067,Sacramento,California,24-03-2020,88,4,0,"Sacramento, California, US"
18388,06067,Sacramento,California,25-03-2020,113,5,0,"Sacramento, California, US"
15213,06067,Sacramento,California,26-03-2020,113,5,0,"Sacramento, California, US"
12032,06067,Sacramento,California,27-03-2020,164,6,0,"Sacramento, California, US"
8854,06067,Sacramento,California,28-03-2020,164,6,0,"Sacramento, California, US"
2490,06067,Sacramento,California,29-03-2020,164,6,0,"Sacramento, California, US"
5672,06067,Sacramento,California,29-03-2020,164,6,0,"Sacramento, California, US"
25553,06069,San Benito,California,22-03-2020,5,1,0,"San Benito, California, US"
24758,06069,San Benito,California,23-03-2020,6,1,0,"San Benito, California, US"
21580,06069,San Benito,California,24-03-2020,6,1,0,"San Benito, California, US"
18403,06069,San Benito,California,25-03-2020,7,1,0,"San Benito, California, US"
15228,06069,San Benito,California,26-03-2020,9,1,0,"San Benito, California, US"
