,FIPS,County,State,Date,Confirmed,Deaths,Recovered,Location
25701,22079,Rapides,Louisiana,22-03-2020,2,0,0,"Rapides, Louisiana, US"
24647,22079,Rapides,Louisiana,23-03-2020,8,1,0,"Rapides, Louisiana, US"
21469,22079,Rapides,Louisiana,24-03-2020,10,1,0,"Rapides, Louisiana, US"
18292,22079,Rapides,Louisiana,25-03-2020,14,1,0,"Rapides, Louisiana, US"
15117,22079,Rapides,Louisiana,26-03-2020,25,1,0,"Rapides, Louisiana, US"
11936,22079,Rapides,Louisiana,27-03-2020,26,1,0,"Rapides, Louisiana, US"
8758,22079,Rapides,Louisiana,28-03-2020,37,1,0,"Rapides, Louisiana, US"
2394,22079,Rapides,Louisiana,29-03-2020,41,1,0,"Rapides, Louisiana, US"
5576,22079,Rapides,Louisiana,29-03-2020,41,1,0,"Rapides, Louisiana, US"
27334,22081,Red River,Louisiana,22-03-2020,0,0,0,"Red River, Louisiana, US"
24655,22081,Red River,Louisiana,23-03-2020,0,0,0,"Red River, Louisiana, US"
21477,22081,Red River,Louisiana,24-03-2020,0,0,0,"Red River, Louisiana, US"
18300,22081,Red River,Louisiana,25-03-2020,0,0,0,"Red River, Louisiana, US"
15125,22081,Red River,Louisiana,26-03-2020,0,0,0,"Red River, Louisiana, US"
11944,22081,Red River,Louisiana,27-03-2020,0,0,0,"Red River, Louisiana, US"
8766,22081,Red River,Louisiana,28-03-2020,0,0,0,"Red River, Louisiana, US"
2402,22081,Red River,Louisiana,29-03-2020,1,0,0,"Red River, Louisiana, US"
5584,22081,Red River,Louisiana,29-03-2020,1,0,0,"Red River, Louisiana, US"
27335,22083,Richland,Louisiana,22-03-2020,0,0,0,"Richland, Louisiana, US"
24673,22083,Richland,Louisiana,23-03-2020,2,0,0,"Richland, Louisiana, US"
21495,22083,Richland,Louisiana,24-03-2020,1,0,0,"Richland, Louisiana, US"
18318,22083,Richland,Louisiana,25-03-2020,1,0,0,"Richland, Louisiana, US"
15143,22083,Richland,Louisiana,26-03-2020,1,0,0,"Richland, Louisiana, US"
11962,22083,Richland,Louisiana,27-03-2020,2,0,0,"Richland, Louisiana, US"
8784,22083,Richland,Louisiana,28-03-2020,2,0,0,"Richland, Louisiana, US"
2420,22083,Richland,Louisiana,29-03-2020,2,0,0,"Richland, Louisiana, US"
5602,22083,Richland,Louisiana,29-03-2020,2,0,0,"Richland, Louisiana, US"
27336,22085,Sabine,Louisiana,22-03-2020,0,0,0,"Sabine, Louisiana, US"
24740,22085,Sabine,Louisiana,23-03-2020,0,0,0,"Sabine, Louisiana, US"
21562,22085,Sabine,Louisiana,24-03-2020,0,0,0,"Sabine, Louisiana, US"
18385,22085,Sabine,Louisiana,25-03-2020,0,0,0,"Sabine, Louisiana, US"
15210,22085,Sabine,Louisiana,26-03-2020,0,0,0,"Sabine, Louisiana, US"
12029,22085,Sabine,Louisiana,27-03-2020,0,0,0,"Sabine, Louisiana, US"
8851,22085,Sabine,Louisiana,28-03-2020,0,0,0,"Sabine, Louisiana, US"
2487,22085,Sabine,Louisiana,29-03-2020,1,0,0,"Sabine, Louisiana, US"
5669,22085,Sabine,Louisiana,29-03-2020,1,0,0,"Sabine, Louisiana, US"
25684,22087,St. Bernard,Louisiana,22-03-2020,12,0,0,"St. Bernard, Louisiana, US"
24905,22087,St. Bernard,Louisiana,23-03-2020,15,0,0,"St. Bernard, Louisiana, US"
21727,22087,St. Bernard,Louisiana,24-03-2020,19,0,0,"St. Bernard, Louisiana, US"
18550,22087,St. Bernard,Louisiana,25-03-2020,23,1,0,"St. Bernard, Louisiana, US"
15375,22087,St. Bernard,Louisiana,26-03-2020,28,1,0,"St. Bernard, Louisiana, US"
12194,22087,St. Bernard,Louisiana,27-03-2020,31,1,0,"St. Bernard, Louisiana, US"
9016,22087,St. Bernard,Louisiana,28-03-2020,43,2,0,"St. Bernard, Louisiana, US"
2652,22087,St. Bernard,Louisiana,29-03-2020,45,2,0,"St. Bernard, Louisiana, US"
5834,22087,St. Bernard,Louisiana,29-03-2020,45,2,0,"St. Bernard, Louisiana, US"
25689,22089,St. Charles,Louisiana,22-03-2020,7,0,0,"St. Charles, Louisiana, US"
24906,22089,St. Charles,Louisiana,23-03-2020,15,0,0,"St. Charles, Louisiana, US"
21728,22089,St. Charles,Louisiana,24-03-2020,15,0,0,"St. Charles, Louisiana, US"
18551,22089,St. Charles,Louisiana,25-03-2020,17,1,0,"St. Charles, Louisiana, US"
15376,22089,St. Charles,Louisiana,26-03-2020,22,2,0,"St. Charles, Louisiana, US"
12195,22089,St. Charles,Louisiana,27-03-2020,23,2,0,"St. Charles, Louisiana, US"
9017,22089,St. Charles,Louisiana,28-03-2020,30,2,0,"St. Charles, Louisiana, US"
2653,22089,St. Charles,Louisiana,29-03-2020,31,2,0,"St. Charles, Louisiana, US"
5835,22089,St. Charles,Louisiana,29-03-2020,31,2,0,"St. Charles, Louisiana, US"
27337,22091,St. Helena,Louisiana,22-03-2020,0,0,0,"St. Helena, Louisiana, US"
24915,22091,St. Helena,Louisiana,23-03-2020,0,0,0,"St. Helena, Louisiana, US"
21737,22091,St. Helena,Louisiana,24-03-2020,0,0,0,"St. Helena, Louisiana, US"
18560,22091,St. Helena,Louisiana,25-03-2020,0,0,0,"St. Helena, Louisiana, US"
15385,22091,St. Helena,Louisiana,26-03-2020,0,0,0,"St. Helena, Louisiana, US"
12204,22091,St. Helena,Louisiana,27-03-2020,0,0,0,"St. Helena, Louisiana, US"
9026,22091,St. Helena,Louisiana,28-03-2020,0,0,0,"St. Helena, Louisiana, US"
2662,22091,St. Helena,Louisiana,29-03-2020,0,0,0,"St. Helena, Louisiana, US"
5844,22091,St. Helena,Louisiana,29-03-2020,0,0,0,"St. Helena, Louisiana, US"
25705,22093,St. James,Louisiana,22-03-2020,1,1,0,"St. James, Louisiana, US"
24916,22093,St. James,Louisiana,23-03-2020,8,1,0,"St. James, Louisiana, US"
21738,22093,St. James,Louisiana,24-03-2020,9,1,0,"St. James, Louisiana, US"
18561,22093,St. James,Louisiana,25-03-2020,14,1,0,"St. James, Louisiana, US"
15386,22093,St. James,Louisiana,26-03-2020,29,1,0,"St. James, Louisiana, US"
12205,22093,St. James,Louisiana,27-03-2020,40,3,0,"St. James, Louisiana, US"
9027,22093,St. James,Louisiana,28-03-2020,48,3,0,"St. James, Louisiana, US"
2663,22093,St. James,Louisiana,29-03-2020,55,3,0,"St. James, Louisiana, US"
5845,22093,St. James,Louisiana,29-03-2020,55,3,0,"St. James, Louisiana, US"
25688,22095,St. John the Baptist,Louisiana,22-03-2020,9,0,0,"St. John the Baptist, Louisiana, US"
24917,22095,St. John the Baptist,Louisiana,23-03-2020,16,0,0,"St. John the Baptist, Louisiana, US"
21739,22095,St. John the Baptist,Louisiana,24-03-2020,21,0,0,"St. John the Baptist, Louisiana, US"
18562,22095,St. John the Baptist,Louisiana,25-03-2020,27,2,0,"St. John the Baptist, Louisiana, US"
15387,22095,St. John the Baptist,Louisiana,26-03-2020,38,2,0,"St. John the Baptist, Louisiana, US"
12206,22095,St. John the Baptist,Louisiana,27-03-2020,41,3,0,"St. John the Baptist, Louisiana, US"
9028,22095,St. John the Baptist,Louisiana,28-03-2020,54,3,0,"St. John the Baptist, Louisiana, US"
2664,22095,St. John the Baptist,Louisiana,29-03-2020,57,5,0,"St. John the Baptist, Louisiana, US"
5846,22095,St. John the Baptist,Louisiana,29-03-2020,57,5,0,"St. John the Baptist, Louisiana, US"
25695,22097,St. Landry,Louisiana,22-03-2020,3,0,0,"St. Landry, Louisiana, US"
24921,22097,St. Landry,Louisiana,23-03-2020,3,0,0,"St. Landry, Louisiana, US"
21743,22097,St. Landry,Louisiana,24-03-2020,3,0,0,"St. Landry, Louisiana, US"
18566,22097,St. Landry,Louisiana,25-03-2020,4,0,0,"St. Landry, Louisiana, US"
15391,22097,St. Landry,Louisiana,26-03-2020,5,0,0,"St. Landry, Louisiana, US"
12210,22097,St. Landry,Louisiana,27-03-2020,10,0,0,"St. Landry, Louisiana, US"
9032,22097,St. Landry,Louisiana,28-03-2020,10,0,0,"St. Landry, Louisiana, US"
2668,22097,St. Landry,Louisiana,29-03-2020,10,0,0,"St. Landry, Louisiana, US"
5850,22097,St. Landry,Louisiana,29-03-2020,10,0,0,"St. Landry, Louisiana, US"
27338,22099,St. Martin,Louisiana,22-03-2020,0,0,0,"St. Martin, Louisiana, US"
24927,22099,St. Martin,Louisiana,23-03-2020,0,0,0,"St. Martin, Louisiana, US"
21749,22099,St. Martin,Louisiana,24-03-2020,1,0,0,"St. Martin, Louisiana, US"
18572,22099,St. Martin,Louisiana,25-03-2020,1,0,0,"St. Martin, Louisiana, US"
15397,22099,St. Martin,Louisiana,26-03-2020,2,0,0,"St. Martin, Louisiana, US"
12216,22099,St. Martin,Louisiana,27-03-2020,10,3,0,"St. Martin, Louisiana, US"
9038,22099,St. Martin,Louisiana,28-03-2020,13,3,0,"St. Martin, Louisiana, US"
2674,22099,St. Martin,Louisiana,29-03-2020,13,3,0,"St. Martin, Louisiana, US"
5856,22099,St. Martin,Louisiana,29-03-2020,13,3,0,"St. Martin, Louisiana, US"
25713,22101,St. Mary,Louisiana,22-03-2020,1,0,0,"St. Mary, Louisiana, US"
24928,22101,St. Mary,Louisiana,23-03-2020,1,0,0,"St. Mary, Louisiana, US"
21750,22101,St. Mary,Louisiana,24-03-2020,2,0,0,"St. Mary, Louisiana, US"
18573,22101,St. Mary,Louisiana,25-03-2020,5,0,0,"St. Mary, Louisiana, US"
15398,22101,St. Mary,Louisiana,26-03-2020,5,0,0,"St. Mary, Louisiana, US"
12217,22101,St. Mary,Louisiana,27-03-2020,6,0,0,"St. Mary, Louisiana, US"
9039,22101,St. Mary,Louisiana,28-03-2020,7,0,0,"St. Mary, Louisiana, US"
2675,22101,St. Mary,Louisiana,29-03-2020,7,0,0,"St. Mary, Louisiana, US"
5857,22101,St. Mary,Louisiana,29-03-2020,7,0,0,"St. Mary, Louisiana, US"
25681,22103,St. Tammany,Louisiana,22-03-2020,22,0,0,"St. Tammany, Louisiana, US"
24930,22103,St. Tammany,Louisiana,23-03-2020,47,0,0,"St. Tammany, Louisiana, US"
21752,22103,St. Tammany,Louisiana,24-03-2020,52,1,0,"St. Tammany, Louisiana, US"
18575,22103,St. Tammany,Louisiana,25-03-2020,67,1,0,"St. Tammany, Louisiana, US"
15400,22103,St. Tammany,Louisiana,26-03-2020,89,1,0,"St. Tammany, Louisiana, US"
12219,22103,St. Tammany,Louisiana,27-03-2020,111,2,0,"St. Tammany, Louisiana, US"
9041,22103,St. Tammany,Louisiana,28-03-2020,134,2,0,"St. Tammany, Louisiana, US"
2677,22103,St. Tammany,Louisiana,29-03-2020,138,3,0,"St. Tammany, Louisiana, US"
5859,22103,St. Tammany,Louisiana,29-03-2020,138,3,0,"St. Tammany, Louisiana, US"
25696,22105,Tangipahoa,Louisiana,22-03-2020,3,0,0,"Tangipahoa, Louisiana, US"
25016,22105,Tangipahoa,Louisiana,23-03-2020,3,0,0,"Tangipahoa, Louisiana, US"
21838,22105,Tangipahoa,Louisiana,24-03-2020,4,0,0,"Tangipahoa, Louisiana, US"
18661,22105,Tangipahoa,Louisiana,25-03-2020,5,0,0,"Tangipahoa, Louisiana, US"
15486,22105,Tangipahoa,Louisiana,26-03-2020,7,0,0,"Tangipahoa, Louisiana, US"
12305,22105,Tangipahoa,Louisiana,27-03-2020,7,0,0,"Tangipahoa, Louisiana, US"
9127,22105,Tangipahoa,Louisiana,28-03-2020,10,0,0,"Tangipahoa, Louisiana, US"
2763,22105,Tangipahoa,Louisiana,29-03-2020,10,0,0,"Tangipahoa, Louisiana, US"
5945,22105,Tangipahoa,Louisiana,29-03-2020,10,0,0,"Tangipahoa, Louisiana, US"
27339,22107,Tensas,Louisiana,22-03-2020,0,0,0,"Tensas, Louisiana, US"
25033,22107,Tensas,Louisiana,23-03-2020,0,0,0,"Tensas, Louisiana, US"
21855,22107,Tensas,Louisiana,24-03-2020,0,0,0,"Tensas, Louisiana, US"
18678,22107,Tensas,Louisiana,25-03-2020,0,0,0,"Tensas, Louisiana, US"
15503,22107,Tensas,Louisiana,26-03-2020,0,0,0,"Tensas, Louisiana, US"
12322,22107,Tensas,Louisiana,27-03-2020,0,0,0,"Tensas, Louisiana, US"
9144,22107,Tensas,Louisiana,28-03-2020,0,0,0,"Tensas, Louisiana, US"
2780,22107,Tensas,Louisiana,29-03-2020,0,0,0,"Tensas, Louisiana, US"
5962,22107,Tensas,Louisiana,29-03-2020,0,0,0,"Tensas, Louisiana, US"
25687,22109,Terrebonne,Louisiana,22-03-2020,11,0,0,"Terrebonne, Louisiana, US"
25034,22109,Terrebonne,Louisiana,23-03-2020,14,0,0,"Terrebonne, Louisiana, US"
21856,22109,Terrebonne,Louisiana,24-03-2020,14,0,0,"Terrebonne, Louisiana, US"
18679,22109,Terrebonne,Louisiana,25-03-2020,15,0,0,"Terrebonne, Louisiana, US"
15504,22109,Terrebonne,Louisiana,26-03-2020,21,0,0,"Terrebonne, Louisiana, US"
12323,22109,Terrebonne,Louisiana,27-03-2020,23,1,0,"Terrebonne, Louisiana, US"
9145,22109,Terrebonne,Louisiana,28-03-2020,26,1,0,"Terrebonne, Louisiana, US"
2781,22109,Terrebonne,Louisiana,29-03-2020,29,1,0,"Terrebonne, Louisiana, US"
5963,22109,Terrebonne,Louisiana,29-03-2020,29,1,0,"Terrebonne, Louisiana, US"
27340,22111,Union,Louisiana,22-03-2020,0,0,0,"Union, Louisiana, US"
25138,22111,Union,Louisiana,23-03-2020,0,0,0,"Union, Louisiana, US"
21959,22111,Union,Louisiana,24-03-2020,0,0,0,"Union, Louisiana, US"
18781,22111,Union,Louisiana,25-03-2020,2,0,0,"Union, Louisiana, US"
15604,22111,Union,Louisiana,26-03-2020,2,0,0,"Union, Louisiana, US"
12430,22111,Union,Louisiana,27-03-2020,4,0,0,"Union, Louisiana, US"
9249,22111,Union,Louisiana,28-03-2020,7,0,0,"Union, Louisiana, US"
2889,22111,Union,Louisiana,29-03-2020,9,0,0,"Union, Louisiana, US"
6071,22111,Union,Louisiana,29-03-2020,9,0,0,"Union, Louisiana, US"
27341,22113,Vermilion,Louisiana,22-03-2020,0,0,0,"Vermilion, Louisiana, US"
25172,22113,Vermilion,Louisiana,23-03-2020,0,0,0,"Vermilion, Louisiana, US"
21993,22113,Vermilion,Louisiana,24-03-2020,0,0,0,"Vermilion, Louisiana, US"
18815,22113,Vermilion,Louisiana,25-03-2020,0,0,0,"Vermilion, Louisiana, US"
15638,22113,Vermilion,Louisiana,26-03-2020,1,0,0,"Vermilion, Louisiana, US"
12464,22113,Vermilion,Louisiana,27-03-2020,2,0,0,"Vermilion, Louisiana, US"
9283,22113,Vermilion,Louisiana,28-03-2020,3,1,0,"Vermilion, Louisiana, US"
2923,22113,Vermilion,Louisiana,29-03-2020,2,1,0,"Vermilion, Louisiana, US"
6105,22113,Vermilion,Louisiana,29-03-2020,2,1,0,"Vermilion, Louisiana, US"
27342,22115,Vernon,Louisiana,22-03-2020,0,0,0,"Vernon, Louisiana, US"
25174,22115,Vernon,Louisiana,23-03-2020,0,0,0,"Vernon, Louisiana, US"
21995,22115,Vernon,Louisiana,24-03-2020,2,0,0,"Vernon, Louisiana, US"
18817,22115,Vernon,Louisiana,25-03-2020,2,0,0,"Vernon, Louisiana, US"
15640,22115,Vernon,Louisiana,26-03-2020,2,0,0,"Vernon, Louisiana, US"
12466,22115,Vernon,Louisiana,27-03-2020,2,0,0,"Vernon, Louisiana, US"
9285,22115,Vernon,Louisiana,28-03-2020,2,0,0,"Vernon, Louisiana, US"
2925,22115,Vernon,Louisiana,29-03-2020,2,0,0,"Vernon, Louisiana, US"
6107,22115,Vernon,Louisiana,29-03-2020,2,0,0,"Vernon, Louisiana, US"
25697,22117,Washington,Louisiana,22-03-2020,2,0,0,"Washington, Louisiana, US"
25242,22117,Washington,Louisiana,23-03-2020,2,1,0,"Washington, Louisiana, US"
22062,22117,Washington,Louisiana,24-03-2020,3,1,0,"Washington, Louisiana, US"
18884,22117,Washington,Louisiana,25-03-2020,4,1,0,"Washington, Louisiana, US"
15707,22117,Washington,Louisiana,26-03-2020,6,1,0,"Washington, Louisiana, US"
12533,22117,Washington,Louisiana,27-03-2020,8,1,0,"Washington, Louisiana, US"
9352,22117,Washington,Louisiana,28-03-2020,10,1,0,"Washington, Louisiana, US"
2992,22117,Washington,Louisiana,29-03-2020,12,1,0,"Washington, Louisiana, US"
6174,22117,Washington,Louisiana,29-03-2020,12,1,0,"Washington, Louisiana, US"
25707,22119,Webster,Louisiana,22-03-2020,1,0,0,"Webster, Louisiana, US"
25293,22119,Webster,Louisiana,23-03-2020,3,1,0,"Webster, Louisiana, US"
22113,22119,Webster,Louisiana,24-03-2020,3,1,0,"Webster, Louisiana, US"
18935,22119,Webster,Louisiana,25-03-2020,5,1,0,"Webster, Louisiana, US"
15758,22119,Webster,Louisiana,26-03-2020,8,1,0,"Webster, Louisiana, US"
12584,22119,Webster,Louisiana,27-03-2020,9,1,0,"Webster, Louisiana, US"
9403,22119,Webster,Louisiana,28-03-2020,9,1,0,"Webster, Louisiana, US"
3043,22119,Webster,Louisiana,29-03-2020,9,1,0,"Webster, Louisiana, US"
6225,22119,Webster,Louisiana,29-03-2020,9,1,0,"Webster, Louisiana, US"
25694,22121,West Baton Rouge,Louisiana,22-03-2020,3,0,0,"West Baton Rouge, Louisiana, US"
25301,22121,West Baton Rouge,Louisiana,23-03-2020,5,1,0,"West Baton Rouge, Louisiana, US"
22121,22121,West Baton Rouge,Louisiana,24-03-2020,5,1,0,"West Baton Rouge, Louisiana, US"
18943,22121,West Baton Rouge,Louisiana,25-03-2020,7,1,0,"West Baton Rouge, Louisiana, US"
15766,22121,West Baton Rouge,Louisiana,26-03-2020,8,1,0,"West Baton Rouge, Louisiana, US"
12592,22121,West Baton Rouge,Louisiana,27-03-2020,11,1,0,"West Baton Rouge, Louisiana, US"
9411,22121,West Baton Rouge,Louisiana,28-03-2020,12,1,0,"West Baton Rouge, Louisiana, US"
3051,22121,West Baton Rouge,Louisiana,29-03-2020,12,1,0,"West Baton Rouge, Louisiana, US"
6233,22121,West Baton Rouge,Louisiana,29-03-2020,12,1,0,"West Baton Rouge, Louisiana, US"
27343,22123,West Carroll,Louisiana,22-03-2020,0,0,0,"West Carroll, Louisiana, US"
25302,22123,West Carroll,Louisiana,23-03-2020,0,0,0,"West Carroll, Louisiana, US"
22122,22123,West Carroll,Louisiana,24-03-2020,0,0,0,"West Carroll, Louisiana, US"
18944,22123,West Carroll,Louisiana,25-03-2020,0,0,0,"West Carroll, Louisiana, US"
15767,22123,West Carroll,Louisiana,26-03-2020,0,0,0,"West Carroll, Louisiana, US"
12593,22123,West Carroll,Louisiana,27-03-2020,0,0,0,"West Carroll, Louisiana, US"
9412,22123,West Carroll,Louisiana,28-03-2020,0,0,0,"West Carroll, Louisiana, US"
3052,22123,West Carroll,Louisiana,29-03-2020,0,0,0,"West Carroll, Louisiana, US"
6234,22123,West Carroll,Louisiana,29-03-2020,0,0,0,"West Carroll, Louisiana, US"
27344,22125,West Feliciana,Louisiana,22-03-2020,0,0,0,"West Feliciana, Louisiana, US"
25303,22125,West Feliciana,Louisiana,23-03-2020,0,0,0,"West Feliciana, Louisiana, US"
22123,22125,West Feliciana,Louisiana,24-03-2020,0,0,0,"West Feliciana, Louisiana, US"
18945,22125,West Feliciana,Louisiana,25-03-2020,0,0,0,"West Feliciana, Louisiana, US"
15768,22125,West Feliciana,Louisiana,26-03-2020,0,0,0,"West Feliciana, Louisiana, US"
12594,22125,West Feliciana,Louisiana,27-03-2020,0,0,0,"West Feliciana, Louisiana, US"
9413,22125,West Feliciana,Louisiana,28-03-2020,4,0,0,"West Feliciana, Louisiana, US"
3053,22125,West Feliciana,Louisiana,29-03-2020,4,0,0,"West Feliciana, Louisiana, US"
6235,22125,West Feliciana,Louisiana,29-03-2020,4,0,0,"West Feliciana, Louisiana, US"
27345,22127,Winn,Louisiana,22-03-2020,0,0,0,"Winn, Louisiana, US"
25358,22127,Winn,Louisiana,23-03-2020,0,0,0,"Winn, Louisiana, US"
22178,22127,Winn,Louisiana,24-03-2020,0,0,0,"Winn, Louisiana, US"
19000,22127,Winn,Louisiana,25-03-2020,1,0,0,"Winn, Louisiana, US"
15823,22127,Winn,Louisiana,26-03-2020,1,0,0,"Winn, Louisiana, US"
12649,22127,Winn,Louisiana,27-03-2020,1,0,0,"Winn, Louisiana, US"
9468,22127,Winn,Louisiana,28-03-2020,1,0,0,"Winn, Louisiana, US"
3108,22127,Winn,Louisiana,29-03-2020,1,0,0,"Winn, Louisiana, US"
6290,22127,Winn,Louisiana,29-03-2020,1,0,0,"Winn, Louisiana, US"
27361,26001,Alcona,Michigan,22-03-2020,0,0,0,"Alcona, Michigan, US"
22282,26001,Alcona,Michigan,23-03-2020,0,0,0,"Alcona, Michigan, US"
19104,26001,Alcona,Michigan,24-03-2020,0,0,0,"Alcona, Michigan, US"
15927,26001,Alcona,Michigan,25-03-2020,0,0,0,"Alcona, Michigan, US"
12753,26001,Alcona,Michigan,26-03-2020,0,0,0,"Alcona, Michigan, US"
9572,26001,Alcona,Michigan,27-03-2020,0,0,0,"Alcona, Michigan, US"
6394,26001,Alcona,Michigan,28-03-2020,0,0,0,"Alcona, Michigan, US"
30,26001,Alcona,Michigan,29-03-2020,0,0,0,"Alcona, Michigan, US"
3212,26001,Alcona,Michigan,29-03-2020,0,0,0,"Alcona, Michigan, US"
27362,26003,Alger,Michigan,22-03-2020,0,0,0,"Alger, Michigan, US"
22290,26003,Alger,Michigan,23-03-2020,0,0,0,"Alger, Michigan, US"
19112,26003,Alger,Michigan,24-03-2020,0,0,0,"Alger, Michigan, US"
15935,26003,Alger,Michigan,25-03-2020,0,0,0,"Alger, Michigan, US"
12761,26003,Alger,Michigan,26-03-2020,0,0,0,"Alger, Michigan, US"
9580,26003,Alger,Michigan,27-03-2020,0,0,0,"Alger, Michigan, US"
6402,26003,Alger,Michigan,28-03-2020,0,0,0,"Alger, Michigan, US"
38,26003,Alger,Michigan,29-03-2020,0,0,0,"Alger, Michigan, US"
3220,26003,Alger,Michigan,29-03-2020,0,0,0,"Alger, Michigan, US"
25625,26005,Allegan,Michigan,22-03-2020,1,0,0,"Allegan, Michigan, US"
22292,26005,Allegan,Michigan,23-03-2020,1,0,0,"Allegan, Michigan, US"
19114,26005,Allegan,Michigan,24-03-2020,1,0,0,"Allegan, Michigan, US"
15937,26005,Allegan,Michigan,25-03-2020,1,0,0,"Allegan, Michigan, US"
12763,26005,Allegan,Michigan,26-03-2020,1,0,0,"Allegan, Michigan, US"
9582,26005,Allegan,Michigan,27-03-2020,1,0,0,"Allegan, Michigan, US"
6404,26005,Allegan,Michigan,28-03-2020,2,0,0,"Allegan, Michigan, US"
40,26005,Allegan,Michigan,29-03-2020,2,0,0,"Allegan, Michigan, US"
3222,26005,Allegan,Michigan,29-03-2020,2,0,0,"Allegan, Michigan, US"
27363,26007,Alpena,Michigan,22-03-2020,0,0,0,"Alpena, Michigan, US"
22304,26007,Alpena,Michigan,23-03-2020,0,0,0,"Alpena, Michigan, US"
19126,26007,Alpena,Michigan,24-03-2020,0,0,0,"Alpena, Michigan, US"
15949,26007,Alpena,Michigan,25-03-2020,0,0,0,"Alpena, Michigan, US"
12775,26007,Alpena,Michigan,26-03-2020,0,0,0,"Alpena, Michigan, US"
9594,26007,Alpena,Michigan,27-03-2020,0,0,0,"Alpena, Michigan, US"
6416,26007,Alpena,Michigan,28-03-2020,0,0,0,"Alpena, Michigan, US"
52,26007,Alpena,Michigan,29-03-2020,0,0,0,"Alpena, Michigan, US"
3234,26007,Alpena,Michigan,29-03-2020,0,0,0,"Alpena, Michigan, US"
27364,26009,Antrim,Michigan,22-03-2020,0,0,0,"Antrim, Michigan, US"
22324,26009,Antrim,Michigan,23-03-2020,0,0,0,"Antrim, Michigan, US"
19146,26009,Antrim,Michigan,24-03-2020,0,0,0,"Antrim, Michigan, US"
15969,26009,Antrim,Michigan,25-03-2020,0,0,0,"Antrim, Michigan, US"
12795,26009,Antrim,Michigan,26-03-2020,0,0,0,"Antrim, Michigan, US"
9614,26009,Antrim,Michigan,27-03-2020,0,0,0,"Antrim, Michigan, US"
6436,26009,Antrim,Michigan,28-03-2020,0,0,0,"Antrim, Michigan, US"
72,26009,Antrim,Michigan,29-03-2020,0,0,0,"Antrim, Michigan, US"
3254,26009,Antrim,Michigan,29-03-2020,0,0,0,"Antrim, Michigan, US"
27365,26011,Arenac,Michigan,22-03-2020,0,0,0,"Arenac, Michigan, US"
22333,26011,Arenac,Michigan,23-03-2020,0,0,0,"Arenac, Michigan, US"
19155,26011,Arenac,Michigan,24-03-2020,0,0,0,"Arenac, Michigan, US"
15978,26011,Arenac,Michigan,25-03-2020,0,0,0,"Arenac, Michigan, US"
12804,26011,Arenac,Michigan,26-03-2020,0,0,0,"Arenac, Michigan, US"
9623,26011,Arenac,Michigan,27-03-2020,0,0,0,"Arenac, Michigan, US"
6445,26011,Arenac,Michigan,28-03-2020,0,0,0,"Arenac, Michigan, US"
81,26011,Arenac,Michigan,29-03-2020,0,0,0,"Arenac, Michigan, US"
3263,26011,Arenac,Michigan,29-03-2020,0,0,0,"Arenac, Michigan, US"
27366,26013,Baraga,Michigan,22-03-2020,0,0,0,"Baraga, Michigan, US"
22381,26013,Baraga,Michigan,23-03-2020,0,0,0,"Baraga, Michigan, US"
19203,26013,Baraga,Michigan,24-03-2020,0,0,0,"Baraga, Michigan, US"
16026,26013,Baraga,Michigan,25-03-2020,0,0,0,"Baraga, Michigan, US"
12852,26013,Baraga,Michigan,26-03-2020,0,0,0,"Baraga, Michigan, US"
9671,26013,Baraga,Michigan,27-03-2020,0,0,0,"Baraga, Michigan, US"
6493,26013,Baraga,Michigan,28-03-2020,0,0,0,"Baraga, Michigan, US"
129,26013,Baraga,Michigan,29-03-2020,0,0,0,"Baraga, Michigan, US"
3311,26013,Baraga,Michigan,29-03-2020,0,0,0,"Baraga, Michigan, US"
25622,26015,Barry,Michigan,22-03-2020,1,0,0,"Barry, Michigan, US"
22391,26015,Barry,Michigan,23-03-2020,1,0,0,"Barry, Michigan, US"
19213,26015,Barry,Michigan,24-03-2020,1,0,0,"Barry, Michigan, US"
16036,26015,Barry,Michigan,25-03-2020,1,0,0,"Barry, Michigan, US"
12862,26015,Barry,Michigan,26-03-2020,1,0,0,"Barry, Michigan, US"
9681,26015,Barry,Michigan,27-03-2020,1,0,0,"Barry, Michigan, US"
6503,26015,Barry,Michigan,28-03-2020,1,0,0,"Barry, Michigan, US"
139,26015,Barry,Michigan,29-03-2020,1,0,0,"Barry, Michigan, US"
3321,26015,Barry,Michigan,29-03-2020,1,0,0,"Barry, Michigan, US"
25618,26017,Bay,Michigan,22-03-2020,1,0,0,"Bay, Michigan, US"
22403,26017,Bay,Michigan,23-03-2020,2,0,0,"Bay, Michigan, US"
19225,26017,Bay,Michigan,24-03-2020,2,0,0,"Bay, Michigan, US"
16048,26017,Bay,Michigan,25-03-2020,3,0,0,"Bay, Michigan, US"
12874,26017,Bay,Michigan,26-03-2020,4,0,0,"Bay, Michigan, US"
9693,26017,Bay,Michigan,27-03-2020,4,0,0,"Bay, Michigan, US"
6515,26017,Bay,Michigan,28-03-2020,4,0,0,"Bay, Michigan, US"
151,26017,Bay,Michigan,29-03-2020,5,0,0,"Bay, Michigan, US"
3333,26017,Bay,Michigan,29-03-2020,5,0,0,"Bay, Michigan, US"
27367,26019,Benzie,Michigan,22-03-2020,0,0,0,"Benzie, Michigan, US"
22441,26019,Benzie,Michigan,23-03-2020,0,0,0,"Benzie, Michigan, US"
